token,category,is_distress,rationale
bad,NEUTRAL_BENIGN,0,vague negative sentiment without specificity
employer year,NEUTRAL_BENIGN,0,employment tenure stability
hand,NEUTRAL_BENIGN,0,generic noun
individual,NEUTRAL_BENIGN,0,generic descriptor with no risk signal
learn,NEUTRAL_BENIGN,0,conversational prose
simply,NEUTRAL_BENIGN,0,filler adverb
teach,NEUTRAL_BENIGN,0,occupation or general prose
upgrade,NEUTRAL_BENIGN,0,planned improvement spending
lendingclub,NEUTRAL_BENIGN,0,platform name loan logistics
surgery,SHOCK_EMERGENCY,1,medical event driving borrowing
vacation,NEUTRAL_BENIGN,0,planned discretionary life event
year plan,NEUTRAL_BENIGN,0,forward planning language
avoid,NEUTRAL_BENIGN,0,ambiguous intent verb
case,NEUTRAL_BENIGN,0,generic prose noun
electric,NEUTRAL_BENIGN,0,utility or trade reference
focus,NEUTRAL_BENIGN,0,positive intent language
hire,NEUTRAL_BENIGN,0,employment context
hopefully,NEUTRAL_BENIGN,0,sentiment filler
july,NEUTRAL_BENIGN,0,calendar reference
maintain,NEUTRAL_BENIGN,0,stability language
management,NEUTRAL_BENIGN,0,job or admin term
owner,NEUTRAL_BENIGN,0,ownership status descriptor
ratio,DEBT_PRESSURE,1,references debt-to-income leverage metric
remodel,NEUTRAL_BENIGN,0,planned home project
retire,NEUTRAL_BENIGN,0,planned life event
unfortunately,SHOCK_EMERGENCY,1,signals adverse unexpected event
wish,NEUTRAL_BENIGN,0,sentiment word
accrue,DEBT_PRESSURE,1,mounting interest accumulation
baby,NEUTRAL_BENIGN,0,planned family event
company work,NEUTRAL_BENIGN,0,stable employment mention
double,DEBT_PRESSURE,1,implies doubled payments or balances
federal,NEUTRAL_BENIGN,0,government or student loan reference
help add,NEUTRAL_BENIGN,0,vague assistance phrasing
june,NEUTRAL_BENIGN,0,calendar reference
obtain,NEUTRAL_BENIGN,0,routine loan logistics
pay car,NEUTRAL_BENIGN,0,routine installment obligation
pay faster,NEUTRAL_BENIGN,0,accelerated repayment intent
regard,NEUTRAL_BENIGN,0,conversational connector
revolve credit,DEBT_PRESSURE,1,revolving balance debt load
ring,NEUTRAL_BENIGN,0,planned wedding purchase
travel,NEUTRAL_BENIGN,0,discretionary planned spending
assure,NEUTRAL_BENIGN,0,reassurance sentiment
creditor,DEBT_PRESSURE,1,implies outstanding obligations and collections
great credit,NEUTRAL_BENIGN,0,positive creditworthiness claim
home year,NEUTRAL_BENIGN,0,residence tenure descriptor
near,NEUTRAL_BENIGN,0,generic proximity word
pay rent,LIQUIDITY_SHORTAGE,1,covering basic living expense
read,NEUTRAL_BENIGN,0,conversational prose
work hard,NEUTRAL_BENIGN,0,positive employment sentiment
work job,NEUTRAL_BENIGN,0,employment stability mention
year year,NEUTRAL_BENIGN,0,tenure duration phrasing
benefit,NEUTRAL_BENIGN,0,positive outcome language
customer,NEUTRAL_BENIGN,0,business or service reference
lay,SHOCK_EMERGENCY,1,likely stem of layoff or job loss
look pay,NEUTRAL_BENIGN,0,routine intent to repay
manner,NEUTRAL_BENIGN,0,generic conversational prose
potential,NEUTRAL_BENIGN,0,generic descriptive term
realize,NEUTRAL_BENIGN,0,generic narrative verb
truck,NEUTRAL_BENIGN,0,vehicle purchase or asset mention
visa,NEUTRAL_BENIGN,0,card brand mention without distress signal
year job,NEUTRAL_BENIGN,0,employment tenure indicator
add credit,DEBT_PRESSURE,1,accumulating additional credit balances
capital,NEUTRAL_BENIGN,0,general finance term
current employer,NEUTRAL_BENIGN,0,stable employment reference
establish,NEUTRAL_BENIGN,0,routine credit building language
goal pay,NEUTRAL_BENIGN,0,planned repayment objective
mention,NEUTRAL_BENIGN,0,conversational filler
month add,NEUTRAL_BENIGN,0,routine monthly accounting phrase
pay job,NEUTRAL_BENIGN,0,employment income reference
payment lower,NEUTRAL_BENIGN,0,routine refinancing benefit
responsibility,NEUTRAL_BENIGN,0,positive borrower sentiment
revolve debt,DEBT_PRESSURE,1,revolving balances signal debt load
try consolidate,DEBT_PRESSURE,1,attempting to manage multiple debts
buy house,NEUTRAL_BENIGN,0,planned life event
chance,NEUTRAL_BENIGN,0,generic prose word
deposit,NEUTRAL_BENIGN,0,routine banking logistics
description,NEUTRAL_BENIGN,0,listing boilerplate
fix rate,NEUTRAL_BENIGN,0,standard loan term feature
flow,NEUTRAL_BENIGN,0,ambiguous generic token
furniture,NEUTRAL_BENIGN,0,discretionary purchase item
job work,NEUTRAL_BENIGN,0,stable employment reference
paycheck,NEUTRAL_BENIGN,0,routine income mention
add use,NEUTRAL_BENIGN,0,ambiguous generic phrase
approx,NEUTRAL_BENIGN,0,estimation shorthand
carry,NEUTRAL_BENIGN,0,ambiguous without balance context
cash flow,LIQUIDITY_SHORTAGE,1,cash timing and coverage concerns
class,NEUTRAL_BENIGN,0,education reference
currently work,NEUTRAL_BENIGN,0,active employment statement
despite,NEUTRAL_BENIGN,0,conversational connector
employ year,NEUTRAL_BENIGN,0,employment tenure indicator
excite,NEUTRAL_BENIGN,0,positive sentiment
financial situation,NEUTRAL_BENIGN,0,generic framing phrase
good pay,NEUTRAL_BENIGN,0,positive income statement
lower monthly,NEUTRAL_BENIGN,0,routine payment reduction goal
strong,NEUTRAL_BENIGN,0,positive descriptor
update,NEUTRAL_BENIGN,0,listing logistics
year credit,NEUTRAL_BENIGN,0,credit history length reference
country,NEUTRAL_BENIGN,0,geographic prose
delinquent,LIQUIDITY_SHORTAGE,1,past due obligations
entire,NEUTRAL_BENIGN,0,generic quantifier
job pay,NEUTRAL_BENIGN,0,employment income reference
line credit,NEUTRAL_BENIGN,0,neutral credit product mention
today,NEUTRAL_BENIGN,0,temporal filler word
understand,NEUTRAL_BENIGN,0,General conversational prose
year company,NEUTRAL_BENIGN,0,Stable employment tenure reference
add work,NEUTRAL_BENIGN,0,Routine employment mention
attend,NEUTRAL_BENIGN,0,Planned event or schooling
bathroom,NEUTRAL_BENIGN,0,Routine home improvement item
break,NEUTRAL_BENIGN,0,Ambiguous general prose
cancel,NEUTRAL_BENIGN,0,Routine logistics term
city,NEUTRAL_BENIGN,0,Location descriptor
contribute,NEUTRAL_BENIGN,0,Positive general prose
control,NEUTRAL_BENIGN,0,General sentiment term
credit line,DEBT_PRESSURE,1,Revolving credit exposure signal
multiple,DEBT_PRESSURE,1,Often multiple accounts or debts
number,NEUTRAL_BENIGN,0,Generic quantitative term
pay late,LIQUIDITY_SHORTAGE,1,Past due payment indicator
perfect,NEUTRAL_BENIGN,0,Positive sentiment descriptor
reach,NEUTRAL_BENIGN,0,General conversational verb
step,NEUTRAL_BENIGN,0,General planning prose
successful,NEUTRAL_BENIGN,0,Positive sentiment descriptor
assistant,NEUTRAL_BENIGN,0,Occupation reference
clean,NEUTRAL_BENIGN,0,General descriptor
consolidate payment,DEBT_PRESSURE,1,Debt consolidation signals multiple obligations
difficult,LIQUIDITY_SHORTAGE,1,Signals hardship meeting expenses
guarantee,NEUTRAL_BENIGN,0,Assurance language in loan pitch
help fund,NEUTRAL_BENIGN,0,Routine loan purpose phrasing
income month,NEUTRAL_BENIGN,0,Routine income disclosure
month ago,NEUTRAL_BENIGN,0,Temporal reference
portion,NEUTRAL_BENIGN,0,Generic quantity term
price,NEUTRAL_BENIGN,0,Routine cost reference
stability,NEUTRAL_BENIGN,0,Positive stability signal
stop,NEUTRAL_BENIGN,0,Ambiguous general verb
store,NEUTRAL_BENIGN,0,Retail reference
balance pay,DEBT_PRESSURE,1,Outstanding balance repayment burden
card lower,DEBT_PRESSURE,1,Card interest reduction motive
choose,NEUTRAL_BENIGN,0,General conversational verb
extra money,LIQUIDITY_SHORTAGE,1,Need for additional cash
grocery,LIQUIDITY_SHORTAGE,1,Basic living expense coverage
payment monthly,NEUTRAL_BENIGN,0,Routine loan logistics
post,NEUTRAL_BENIGN,0,Platform listing term
problem pay,LIQUIDITY_SHORTAGE,1,Difficulty meeting payments
self,NEUTRAL_BENIGN,0,Generic pronoun-like term
senior,NEUTRAL_BENIGN,0,Job title or age descriptor
site,NEUTRAL_BENIGN,0,Platform reference
better rate,DEBT_PRESSURE,1,Seeking relief from high interest
citi,DEBT_PRESSURE,1,Credit card issuer balance reference
create,NEUTRAL_BENIGN,0,General verb
engagement,NEUTRAL_BENIGN,0,Planned life event
enjoy,NEUTRAL_BENIGN,0,Positive sentiment
figure,NEUTRAL_BENIGN,0,General conversational term
good candidate,NEUTRAL_BENIGN,0,Positive borrower self-description
level,NEUTRAL_BENIGN,0,Generic descriptor
profit,NEUTRAL_BENIGN,0,routine business or financial prose
ready,NEUTRAL_BENIGN,0,general conversational term
roughly,NEUTRAL_BENIGN,0,approximation filler word
safe,NEUTRAL_BENIGN,0,positive sentiment term
soon possible,NEUTRAL_BENIGN,0,generic urgency phrasing in logistics
train,NEUTRAL_BENIGN,0,routine context term
add help,NEUTRAL_BENIGN,0,general assistance prose
age,NEUTRAL_BENIGN,0,demographic descriptor
comfortable,NEUTRAL_BENIGN,0,positive stability sentiment
commit,NEUTRAL_BENIGN,0,repayment intent language
course,NEUTRAL_BENIGN,0,conversational filler
decent,NEUTRAL_BENIGN,0,positive descriptor
enable,NEUTRAL_BENIGN,0,generic verb
necessary,NEUTRAL_BENIGN,0,generic qualifier
overall,NEUTRAL_BENIGN,0,summary filler word
pay quickly,NEUTRAL_BENIGN,0,repayment intent statement
payment plan,NEUTRAL_BENIGN,0,routine loan logistics
question feel,NEUTRAL_BENIGN,0,conversational prose
range,NEUTRAL_BENIGN,0,numeric descriptor
remainder,NEUTRAL_BENIGN,0,balance logistics term
rent utility,LIQUIDITY_SHORTAGE,1,basic living expenses coverage need
saving account,NEUTRAL_BENIGN,0,routine financial asset mention
stable work,NEUTRAL_BENIGN,0,stable employment signal
type,NEUTRAL_BENIGN,0,generic noun
unemployed,SHOCK_EMERGENCY,1,sudden job loss indicator
add monthly,NEUTRAL_BENIGN,0,routine payment arithmetic
amex,NEUTRAL_BENIGN,0,credit card brand mention
appreciate help,NEUTRAL_BENIGN,0,polite conversational sentiment
card credit,DEBT_PRESSURE,1,revolving credit card debt load
card monthly,DEBT_PRESSURE,1,monthly card obligations burden
close account,NEUTRAL_BENIGN,0,routine account logistics
contractor,NEUTRAL_BENIGN,0,employment or service descriptor
debt monthly,DEBT_PRESSURE,1,recurring debt obligations burden
floor,NEUTRAL_BENIGN,0,home improvement context
idea,NEUTRAL_BENIGN,0,conversational filler
item,NEUTRAL_BENIGN,0,generic noun
new job,NEUTRAL_BENIGN,0,positive employment event
october,NEUTRAL_BENIGN,0,calendar reference
payoff credit,DEBT_PRESSURE,1,consolidating existing credit balances
pretty,NEUTRAL_BENIGN,0,conversational intensifier
pride,NEUTRAL_BENIGN,0,positive sentiment term
really appreciate,NEUTRAL_BENIGN,0,polite conversational sentiment
roof,SHOCK_EMERGENCY,1,urgent home repair need
accept,NEUTRAL_BENIGN,0,routine loan logistics
anticipate,NEUTRAL_BENIGN,0,forward-looking planning language
card currently,DEBT_PRESSURE,1,current card balances outstanding
condition,NEUTRAL_BENIGN,0,ambiguous general descriptor
credit pay,DEBT_PRESSURE,1,servicing credit obligations
debt accumulate,DEBT_PRESSURE,1,mounting debt spiral signal
earlier,NEUTRAL_BENIGN,0,temporal filler word
job security,NEUTRAL_BENIGN,0,Stable employment descriptor
pay cash,NEUTRAL_BENIGN,0,Routine payment method
share,NEUTRAL_BENIGN,0,General conversational prose
software,NEUTRAL_BENIGN,0,Generic occupation or product term
tell,NEUTRAL_BENIGN,0,Generic narrative verb
timely manner,NEUTRAL_BENIGN,0,Promise of on-time repayment
wed expense,NEUTRAL_BENIGN,0,Planned life event financing
worry,LIQUIDITY_SHORTAGE,1,Expresses financial anxiety over shortfall
acquire,NEUTRAL_BENIGN,0,Neutral acquisition verb
add fund,NEUTRAL_BENIGN,0,Routine funding logistics
amp,NEUTRAL_BENIGN,0,HTML artifact token
asap,LIQUIDITY_SHORTAGE,1,Signals urgent immediate cash need
bank account,NEUTRAL_BENIGN,0,Routine banking logistics
bankruptcy,DEBT_PRESSURE,1,Severe insolvency indicator
concern,LIQUIDITY_SHORTAGE,1,Expresses financial worry
decision,NEUTRAL_BENIGN,0,General prose noun
director,NEUTRAL_BENIGN,0,Job title indicating employment
hard work,NEUTRAL_BENIGN,0,Positive work sentiment
haven,NEUTRAL_BENIGN,0,Tokenization artifact of have not
higher credit,DEBT_PRESSURE,1,Implies rising credit balances or rates
home pay,NEUTRAL_BENIGN,0,Take-home pay income reference
largest,NEUTRAL_BENIGN,0,Generic superlative
new home,NEUTRAL_BENIGN,0,Planned housing purchase
prepare,NEUTRAL_BENIGN,0,Planning verb
public,NEUTRAL_BENIGN,0,Generic descriptor
quite,NEUTRAL_BENIGN,0,Intensifier in prose
reasonable,NEUTRAL_BENIGN,0,Positive rate sentiment
relate,NEUTRAL_BENIGN,0,Generic verb
window,NEUTRAL_BENIGN,0,Home improvement or generic noun
ability,NEUTRAL_BENIGN,0,Repayment capability statement
add good,NEUTRAL_BENIGN,0,Positive generic phrase
add job,NEUTRAL_BENIGN,0,Additional employment mention
card account,DEBT_PRESSURE,1,Credit card debt reference
card rate,DEBT_PRESSURE,1,High credit card interest burden
cause,NEUTRAL_BENIGN,0,Generic causal connector
ensure,NEUTRAL_BENIGN,0,Assurance verb
good job,NEUTRAL_BENIGN,0,Stable employment positive
home equity,NEUTRAL_BENIGN,0,Asset-backed financing reference
main,NEUTRAL_BENIGN,0,Generic modifier
non,NEUTRAL_BENIGN,0,Fragment token
pay money,NEUTRAL_BENIGN,0,Routine payment phrasing
prefer,NEUTRAL_BENIGN,0,Preference statement
short term,HIGH_RISK_REFINANCING,1,Short-term high-interest borrowing signal
transfer,NEUTRAL_BENIGN,0,Balance or fund transfer logistics
usually,NEUTRAL_BENIGN,0,Frequency adverb
world,NEUTRAL_BENIGN,0,Generic prose noun
agency,NEUTRAL_BENIGN,0,Organization reference
april,NEUTRAL_BENIGN,0,Calendar month mention
asset,NEUTRAL_BENIGN,0,Positive net worth reference
associate,NEUTRAL_BENIGN,0,Job title or degree reference
august,NEUTRAL_BENIGN,0,calendar month reference
buy home,NEUTRAL_BENIGN,0,planned major purchase
current debt,DEBT_PRESSURE,1,references existing debt load
debt income,DEBT_PRESSURE,1,debt-to-income ratio signal
economic,NEUTRAL_BENIGN,0,generic macro term
effort,NEUTRAL_BENIGN,0,generic prose
engagement ring,NEUTRAL_BENIGN,0,planned life event purchase
estate,NEUTRAL_BENIGN,0,generic property reference
event,NEUTRAL_BENIGN,0,generic prose
fast,NEUTRAL_BENIGN,0,ambiguous speed descriptor
intend pay,NEUTRAL_BENIGN,0,repayment intent statement
mistake,NEUTRAL_BENIGN,0,vague regret language
mom,NEUTRAL_BENIGN,0,family mention
nice,NEUTRAL_BENIGN,0,positive sentiment
pay wed,NEUTRAL_BENIGN,0,planned wedding expense
payment car,NEUTRAL_BENIGN,0,routine auto payment
payment late,LIQUIDITY_SHORTAGE,1,past due indicator
submit,NEUTRAL_BENIGN,0,application logistics
young,NEUTRAL_BENIGN,0,demographic descriptor
add invest,NEUTRAL_BENIGN,0,investment intent
aside,NEUTRAL_BENIGN,0,generic prose
borrow money,DEBT_PRESSURE,1,additional borrowing signal
card month,DEBT_PRESSURE,1,monthly credit card obligation
citibank,NEUTRAL_BENIGN,0,lender name reference
client,NEUTRAL_BENIGN,0,employment or business context
debit,NEUTRAL_BENIGN,0,routine payment mechanism
dont,NEUTRAL_BENIGN,0,conversational contraction fragment
final,NEUTRAL_BENIGN,0,generic prose
great job,NEUTRAL_BENIGN,0,stable employment positive sentiment
land,NEUTRAL_BENIGN,0,property or generic term
month payment,NEUTRAL_BENIGN,0,routine payment logistics
net income,NEUTRAL_BENIGN,0,income disclosure
overtime,NEUTRAL_BENIGN,0,employment income detail
pas,NEUTRAL_BENIGN,0,truncated token no signal
payment card,DEBT_PRESSURE,1,credit card payment burden
smaller,NEUTRAL_BENIGN,0,generic comparative
start new,NEUTRAL_BENIGN,0,new job or venture
status,NEUTRAL_BENIGN,0,generic descriptor
unit,NEUTRAL_BENIGN,0,property or generic unit
worker,NEUTRAL_BENIGN,0,employment descriptor
attempt,NEUTRAL_BENIGN,0,generic prose
basis,NEUTRAL_BENIGN,0,generic prose
com,NEUTRAL_BENIGN,0,web address fragment
computer,NEUTRAL_BENIGN,0,routine purchase item
dental,SHOCK_EMERGENCY,1,medical dental expense
doesn,NEUTRAL_BENIGN,0,contraction fragment
drive,NEUTRAL_BENIGN,0,generic transport term
foot,NEUTRAL_BENIGN,0,ambiguous term possibly medical
good stand,NEUTRAL_BENIGN,0,positive account standing
graduate college,NEUTRAL_BENIGN,0,planned education milestone
hit,NEUTRAL_BENIGN,0,generic verb without clear distress context
intrest,DEBT_PRESSURE,1,misspelled interest signals mounting interest cost
likely,NEUTRAL_BENIGN,0,generic hedging prose
military,NEUTRAL_BENIGN,0,stable employment sector
mind,NEUTRAL_BENIGN,0,conversational filler
primary,NEUTRAL_BENIGN,0,routine descriptor
probably,NEUTRAL_BENIGN,0,generic hedging prose
rate add,DEBT_PRESSURE,1,added rate suggests rising borrowing cost
rental,NEUTRAL_BENIGN,0,routine housing or property reference
sorry,NEUTRAL_BENIGN,0,conversational politeness
trust,NEUTRAL_BENIGN,0,positive sentiment word
unable,LIQUIDITY_SHORTAGE,1,inability to cover obligations
card year,DEBT_PRESSURE,1,credit card carrying over years
community,NEUTRAL_BENIGN,0,general social reference
debt debt,DEBT_PRESSURE,1,repeated debt emphasis indicates heavy load
express,NEUTRAL_BENIGN,0,generic conversational verb
guy,NEUTRAL_BENIGN,0,conversational filler
higher rat,DEBT_PRESSURE,1,higher rate implies costly interest burden
immediately,SHOCK_EMERGENCY,1,urgency suggests unexpected pressing need
jump,NEUTRAL_BENIGN,0,ambiguous generic verb
lead,NEUTRAL_BENIGN,0,generic prose verb
lose job,SHOCK_EMERGENCY,1,sudden employment loss shock
matter,NEUTRAL_BENIGN,0,generic prose noun
present,NEUTRAL_BENIGN,0,routine time descriptor
product,NEUTRAL_BENIGN,0,routine commercial term
purchase new,NEUTRAL_BENIGN,0,planned discretionary purchase
rat credit,DEBT_PRESSURE,1,credit rate reference implies interest burden
september,NEUTRAL_BENIGN,0,calendar month logistics
sign,NEUTRAL_BENIGN,0,routine loan paperwork
tire,NEUTRAL_BENIGN,0,vehicle part routine expense
title,HIGH_RISK_REFINANCING,1,title loans are predatory high-interest borrowing
use car,NEUTRAL_BENIGN,0,used car purchase routine
wonderful,NEUTRAL_BENIGN,0,positive sentiment
zero,NEUTRAL_BENIGN,0,numeric term without distress context
add debt,DEBT_PRESSURE,1,additional debt accumulation
add investor,NEUTRAL_BENIGN,0,platform lending logistics
air,NEUTRAL_BENIGN,0,likely HVAC or generic noun
bedroom,NEUTRAL_BENIGN,0,housing descriptor
book,NEUTRAL_BENIGN,0,routine noun
check account,NEUTRAL_BENIGN,0,routine banking logistics
credit account,NEUTRAL_BENIGN,0,neutral account reference
debt faster,DEBT_PRESSURE,1,urgency to accelerate debt payoff
difference,NEUTRAL_BENIGN,0,generic comparative noun
email,NEUTRAL_BENIGN,0,communication logistics
entertainment,NEUTRAL_BENIGN,0,discretionary spending category
goal debt,DEBT_PRESSURE,1,debt reduction goal implies existing burden
handle,NEUTRAL_BENIGN,0,generic capability verb
hesitate,NEUTRAL_BENIGN,0,conversational prose
house year,NEUTRAL_BENIGN,0,homeownership tenure descriptor
info,NEUTRAL_BENIGN,0,routine information request
misc,NEUTRAL_BENIGN,0,Generic filler term
pay close,NEUTRAL_BENIGN,0,Routine payment phrasing
pay payment,NEUTRAL_BENIGN,0,Generic payment logistics
pick,NEUTRAL_BENIGN,0,Conversational prose
proceed,NEUTRAL_BENIGN,0,Routine loan process language
promise,NEUTRAL_BENIGN,0,Positive repayment sentiment
recession,SHOCK_EMERGENCY,1,Exogenous economic downturn shock
spouse,NEUTRAL_BENIGN,0,Household descriptor
stable company,NEUTRAL_BENIGN,0,Stable employment signal
add consolidate,DEBT_PRESSURE,1,Debt consolidation of accumulated balances
appliance,NEUTRAL_BENIGN,0,Routine purchase purpose
confident,NEUTRAL_BENIGN,0,Positive sentiment
credit good,NEUTRAL_BENIGN,0,Positive credit standing
current credit,NEUTRAL_BENIGN,0,Neutral credit status description
debt incur,DEBT_PRESSURE,1,Accumulating debt load
dept,DEBT_PRESSURE,1,Misspelled debt reference
doctor,SHOCK_EMERGENCY,1,Medical context expense
expand,NEUTRAL_BENIGN,0,Growth or business plan
extremely stable,NEUTRAL_BENIGN,0,Strong stability claim
family member,NEUTRAL_BENIGN,0,Household descriptor
fresh,NEUTRAL_BENIGN,0,Fresh start positive phrasing
majority,NEUTRAL_BENIGN,0,Generic quantifier
march,NEUTRAL_BENIGN,0,Calendar month reference
medical expense,SHOCK_EMERGENCY,1,Unexpected healthcare cost
month month,NEUTRAL_BENIGN,0,Generic time phrasing
officer,NEUTRAL_BENIGN,0,Occupation or role
pay current,NEUTRAL_BENIGN,0,Accounts current status
pay sooner,NEUTRAL_BENIGN,0,Early repayment intent
payment debt,DEBT_PRESSURE,1,Debt servicing burden
purpose pay,NEUTRAL_BENIGN,0,Stated loan purpose
qualify,NEUTRAL_BENIGN,0,Loan eligibility logistics
real estate,NEUTRAL_BENIGN,0,Property related purpose
source,NEUTRAL_BENIGN,0,Generic income source reference
steady income,NEUTRAL_BENIGN,0,Stable earnings signal
total monthly,NEUTRAL_BENIGN,0,Budget arithmetic reference
use help,NEUTRAL_BENIGN,0,Generic assistance phrasing
use purchase,NEUTRAL_BENIGN,0,Planned purchase purpose
year current,NEUTRAL_BENIGN,0,Employment tenure reference
year currently,NEUTRAL_BENIGN,0,Tenure or timeframe reference
year stable,NEUTRAL_BENIGN,0,Long stable employment
yearly,NEUTRAL_BENIGN,0,Annual income reference
account pay,NEUTRAL_BENIGN,0,Routine account payment
add current,NEUTRAL_BENIGN,0,Generic additive phrasing
advantage,NEUTRAL_BENIGN,0,Positive benefit framing
bachelor,NEUTRAL_BENIGN,0,Education credential
california,NEUTRAL_BENIGN,0,Geographic location
card consolidation,DEBT_PRESSURE,1,Credit card debt consolidation
card help,DEBT_PRESSURE,1,Seeking relief from card balances
condo,NEUTRAL_BENIGN,0,Property type reference
debt help,DEBT_PRESSURE,1,Requesting debt burden relief
drop,NEUTRAL_BENIGN,0,generic term without clear distress signal
happy answer,NEUTRAL_BENIGN,0,positive conversational sentiment
help consolidate,DEBT_PRESSURE,1,consolidation implies multiple debt balances
income pay,NEUTRAL_BENIGN,0,routine income and payment mention
installment,NEUTRAL_BENIGN,0,standard loan logistics term
intention,NEUTRAL_BENIGN,0,generic prose
job good,NEUTRAL_BENIGN,0,stable employment signal
larger,NEUTRAL_BENIGN,0,generic size descriptor
late miss,LIQUIDITY_SHORTAGE,1,late or missed payments indicate past due
lower rat,DEBT_PRESSURE,1,seeking lower rate on costly debt
money help,LIQUIDITY_SHORTAGE,1,requesting cash to cover shortfall
online,NEUTRAL_BENIGN,0,routine channel reference
pay lower,DEBT_PRESSURE,1,rate reduction on existing debt
payment help,LIQUIDITY_SHORTAGE,1,needs assistance meeting payments
pocket,NEUTRAL_BENIGN,0,generic conversational term
prove,NEUTRAL_BENIGN,0,generic prose
research,NEUTRAL_BENIGN,0,neutral descriptive term
retail,NEUTRAL_BENIGN,0,routine sector reference
sense,NEUTRAL_BENIGN,0,generic prose
technology,NEUTRAL_BENIGN,0,neutral topic reference
trouble,LIQUIDITY_SHORTAGE,1,signals difficulty meeting obligations
wife work,NEUTRAL_BENIGN,0,household employment stability
year good,NEUTRAL_BENIGN,0,positive stability sentiment
year month,NEUTRAL_BENIGN,0,routine time reference
add note,NEUTRAL_BENIGN,0,loan listing logistics
affect,NEUTRAL_BENIGN,0,generic prose
automatically,NEUTRAL_BENIGN,0,routine payment logistics
cable internet,NEUTRAL_BENIGN,0,routine household expense item
card total,DEBT_PRESSURE,1,aggregate credit card balance
credit union,NEUTRAL_BENIGN,0,mainstream lender reference
debt consolidate,DEBT_PRESSURE,1,multiple debts being consolidated
especially,NEUTRAL_BENIGN,0,generic prose
file,NEUTRAL_BENIGN,0,generic administrative term
fully fund,NEUTRAL_BENIGN,0,loan funding logistics
girlfriend,NEUTRAL_BENIGN,0,personal conversational reference
huge,NEUTRAL_BENIGN,0,generic intensifier without context
improve credit,NEUTRAL_BENIGN,0,forward-looking credit goal
isn,NEUTRAL_BENIGN,0,tokenization artifact of contraction
kind,NEUTRAL_BENIGN,0,generic prose
later,NEUTRAL_BENIGN,0,generic time reference
lease,NEUTRAL_BENIGN,0,routine housing or vehicle contract
master degree,NEUTRAL_BENIGN,0,planned education milestone
mortgage payment,NEUTRAL_BENIGN,0,routine secured obligation
outside,NEUTRAL_BENIGN,0,generic prose
pay mortgage,NEUTRAL_BENIGN,0,routine housing payment mention
payment allow,NEUTRAL_BENIGN,0,neutral payment structuring language
reflect,NEUTRAL_BENIGN,0,generic prose
significant,NEUTRAL_BENIGN,0,generic intensifier
stable income,NEUTRAL_BENIGN,0,employment stability signal
start save,NEUTRAL_BENIGN,0,positive savings intent
supply,NEUTRAL_BENIGN,0,Generic noun with no risk signal
trip,NEUTRAL_BENIGN,0,Planned travel expense
utilize,NEUTRAL_BENIGN,0,Routine verb usage
various,NEUTRAL_BENIGN,0,Generic qualifier
achieve,NEUTRAL_BENIGN,0,Positive goal-oriented sentiment
add currently,NEUTRAL_BENIGN,0,Conversational filler phrase
alot,NEUTRAL_BENIGN,0,Informal quantifier without context
approximately month,NEUTRAL_BENIGN,0,Neutral time reference
consolidate pay,NEUTRAL_BENIGN,0,Routine consolidation logistics
consolidation add,NEUTRAL_BENIGN,0,Routine consolidation phrasing
decrease,NEUTRAL_BENIGN,0,Ambiguous direction term
definitely,NEUTRAL_BENIGN,0,Confidence adverb
employ company,NEUTRAL_BENIGN,0,Stable employment reference
equipment,NEUTRAL_BENIGN,0,Business or purchase item
expense credit,DEBT_PRESSURE,1,Living expenses charged to credit lines
force,SHOCK_EMERGENCY,1,Suggests involuntary unexpected circumstance
form,NEUTRAL_BENIGN,0,Administrative paperwork term
freedom,NEUTRAL_BENIGN,0,Positive aspirational sentiment
general,NEUTRAL_BENIGN,0,Generic qualifier
graduate school,NEUTRAL_BENIGN,0,Planned education event
growth,NEUTRAL_BENIGN,0,Positive expansion sentiment
income ratio,DEBT_PRESSURE,1,Debt-to-income leverage metric
income tax,NEUTRAL_BENIGN,0,Routine tax reference
manageable,NEUTRAL_BENIGN,0,Positive affordability sentiment
month rent,NEUTRAL_BENIGN,0,Routine housing cost mention
nan,NEUTRAL_BENIGN,0,Missing value placeholder
practice,NEUTRAL_BENIGN,0,Professional or habitual term
profile,NEUTRAL_BENIGN,0,Borrower profile logistics
question add,NEUTRAL_BENIGN,0,Conversational listing filler
remove,NEUTRAL_BENIGN,0,Neutral action verb
response,NEUTRAL_BENIGN,0,Conversational reply term
rid credit,DEBT_PRESSURE,1,Desire to eliminate credit card debt
single payment,NEUTRAL_BENIGN,0,Consolidation logistics benefit
stable employment,NEUTRAL_BENIGN,0,Positive income stability
sum,NEUTRAL_BENIGN,0,Generic amount reference
year monthly,NEUTRAL_BENIGN,0,Neutral payment period phrasing
american express,NEUTRAL_BENIGN,0,Card issuer name only
attorney,NEUTRAL_BENIGN,0,Professional service reference
balance credit,DEBT_PRESSURE,1,Outstanding revolving card balances
card close,DEBT_PRESSURE,1,Cards near limit or closed accounts
couple year,NEUTRAL_BENIGN,0,Neutral time reference
credit debt,DEBT_PRESSURE,1,Explicit credit card debt load
dent,NEUTRAL_BENIGN,0,Progress metaphor on balances
exceed,DEBT_PRESSURE,1,Implies limits or income exceeded
expensive,DEBT_PRESSURE,1,Signals costly high-interest obligations
